ts,block,tid,queued,dur,name,context,device,registers per thread,shared memory,stream,correlation,ph,blocks per SM,pid,cat,warps per SM,grid,est. achieved occupancy %,External id
6444517262492.604,"[128, 1, 1]",7,0,41.632,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,228,98304,7,339,X,1.464286,0,kernel,5.857143,"[1, 123, 1]",0,59
6444517262563.324,"[128, 1, 1]",7,0,1.952,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,348,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,60
6444517262697.532,"[512, 1, 1]",7,0,14.688,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, 128, true, 1, true>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)",1,0,40,144,7,400,X,0.761905,0,kernel,12.190476,"[64, 1, 1]",25,63
6444517262751.452,"[128, 1, 1]",7,0,4.224,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,407,X,23.333334,0,kernel,93.333336,"[1960, 1, 1]",100,72
6444517262852.22,"[256, 1, 1]",7,0,8.128,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,427,X,11.666667,0,kernel,93.333336,"[98, 2, 5]",100,76
6444517262862.3,"[256, 1, 1]",7,0,3.36,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,429,X,1.52381,0,kernel,12.190476,"[1, 2, 64]",25,76
6444517262877.404,"[128, 1, 1]",7,0,40.704,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,228,98304,7,434,X,1.464286,0,kernel,5.857143,"[1, 123, 1]",0,76
6444517262941.18,"[128, 1, 1]",7,0,1.888,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,443,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,77
6444517263073.757,"[512, 1, 1]",7,0,14.784,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, 128, true, 1, true>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)",1,0,40,144,7,495,X,0.761905,0,kernel,12.190476,"[64, 1, 1]",25,80
6444517263105.981,"[128, 1, 1]",7,0,14.624,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3> >(int, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3>)",1,0,22,0,7,501,X,23.333334,0,kernel,93.333336,"[1960, 1, 1]",100,88
6444517263147.581,"[128, 1, 1]",7,0,4.0,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,508,X,23.333334,0,kernel,93.333336,"[1960, 1, 1]",100,90
6444517263401.533,"[256, 1, 1]",7,0,8.257,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,532,X,11.666667,0,kernel,93.333336,"[98, 2, 5]",100,94
6444517263412.67,"[256, 1, 1]",7,0,4.48,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,534,X,3.047619,0,kernel,24.380953,"[1, 2, 128]",51,94
6444517263426.846,"[128, 1, 1]",7,0,17.216,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_128x64_16x6_nhwc_align4>(cutlass_tensorop_s1688fprop_optimized_tf32_128x64_16x6_nhwc_align4::Params),1,0,162,73728,7,538,X,0.738095,0,kernel,2.952381,"[62, 1, 1]",0,94
6444517263444.99,"[256, 1, 1]",7,0,2.976,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,542,X,5.952381,0,kernel,47.619049,"[25, 4, 5]",99,94
6444517263522.59,"[128, 1, 1]",7,0,1.888,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,550,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,95
6444517263674.879,"[512, 1, 1]",7,0,6.367,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",1,0,40,16528,7,603,X,1.52381,0,kernel,24.380953,"[128, 1, 1]",51,98
6444517263731.679,"[128, 1, 1]",7,0,2.496,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,611,X,11.666667,0,kernel,46.666668,"[980, 1, 1]",97,107
6444517263842.111,"[256, 1, 1]",7,0,2.976,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,631,X,5.952381,0,kernel,47.619049,"[25, 4, 5]",99,111
6444517263849.887,"[256, 1, 1]",7,0,4.544,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,633,X,6.095238,0,kernel,48.761906,"[1, 4, 128]",100,111
6444517263869.599,"[128, 1, 1]",7,0,51.808,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,232,65536,7,638,X,0.369048,0,kernel,1.47619,"[1, 31, 1]",0,111
6444517263939.999,"[128, 1, 1]",7,0,1.568,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,647,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,112
6444517264077.599,"[512, 1, 1]",7,0,6.144,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",1,0,40,16528,7,700,X,1.52381,0,kernel,24.380953,"[128, 1, 1]",51,115
6444517264202.88,"[256, 1, 1]",7,0,1.759,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",1,0,16,0,7,719,X,0.047619,0,kernel,0.380952,"[4, 1, 1]",1,126
6444517264220.735,"[128, 1, 1]",7,0,14.849,_5x_cudnn_ampere_scudnn_128x64_relu_interior_nn_v1,1,0,128,16384,7,722,X,0.738095,0,kernel,2.952381,"[31, 2, 1]",6,126
6444517264284.64,"[128, 1, 1]",7,0,1.44,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,730,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,127
6444517264418.784,"[512, 1, 1]",7,0,6.016,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",1,0,40,16528,7,783,X,1.52381,0,kernel,24.380953,"[128, 1, 1]",51,130
6444517264453.344,"[128, 1, 1]",7,0,7.552,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3> >(int, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3>)",1,0,22,0,7,790,X,11.666667,0,kernel,46.666668,"[980, 1, 1]",97,138
6444517264496.864,"[128, 1, 1]",7,0,2.592,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,797,X,11.666667,0,kernel,46.666668,"[980, 1, 1]",97,140
6444517264618.176,"[256, 1, 1]",7,0,3.2,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,817,X,5.952381,0,kernel,47.619049,"[25, 4, 5]",99,144
6444517264628.737,"[256, 1, 1]",7,0,4.48,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,819,X,6.095238,0,kernel,48.761906,"[1, 4, 128]",100,144
6444517264647.809,"[128, 1, 1]",7,0,51.04,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,232,65536,7,824,X,0.369048,0,kernel,1.47619,"[1, 31, 1]",0,144
6444517264713.089,"[128, 1, 1]",7,0,1.504,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,833,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,145
6444517264843.329,"[512, 1, 1]",7,0,6.208,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",1,0,40,16528,7,886,X,1.52381,0,kernel,24.380953,"[128, 1, 1]",51,148
6444517264893.697,"[128, 1, 1]",7,0,2.56,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,894,X,11.666667,0,kernel,46.666668,"[980, 1, 1]",97,157
6444517265003.138,"[256, 1, 1]",7,0,2.944,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,914,X,5.952381,0,kernel,47.619049,"[25, 4, 5]",99,161
6444517265011.169,"[256, 1, 1]",7,0,4.417,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,916,X,6.095238,0,kernel,48.761906,"[1, 4, 128]",100,161
6444517265027.874,"[128, 1, 1]",7,0,50.656,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,1,0,232,65536,7,921,X,0.369048,0,kernel,1.47619,"[1, 31, 1]",0,161
6444517265092.546,"[128, 1, 1]",7,0,1.536,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,930,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,162
6444517265227.01,"[512, 1, 1]",7,0,6.08,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",1,0,40,16528,7,983,X,1.52381,0,kernel,24.380953,"[128, 1, 1]",51,165
6444517265259.202,"[128, 1, 1]",7,0,5.536,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3> >(int, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3>)",1,0,22,0,7,990,X,11.666667,0,kernel,46.666668,"[980, 1, 1]",97,173
6444517265301.026,"[128, 1, 1]",7,0,2.56,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,997,X,11.666667,0,kernel,46.666668,"[980, 1, 1]",97,175
6444517265579.395,"[256, 1, 1]",7,0,3.552,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,1021,X,5.952381,0,kernel,47.619049,"[25, 4, 5]",99,179
6444517265589.059,"[256, 1, 1]",7,0,6.784,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,1023,X,12.190476,0,kernel,97.523811,"[1, 4, 256]",100,179
6444517265603.587,"[128, 1, 1]",7,0,17.28,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5_nhwc_align4>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5_nhwc_align4::Params),1,0,118,81920,7,1027,X,0.761905,0,kernel,3.047619,"[64, 1, 1]",0,179
6444517265621.635,"[256, 1, 1]",7,0,3.136,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,1031,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,179
6444517265706.275,"[128, 1, 1]",7,0,1.472,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",1,0,24,0,7,1039,X,0.011905,0,kernel,0.047619,"[1, 1, 1]",0,180
6444517265857.155,"[512, 1, 1]",7,0,6.561,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",1,0,40,4240,7,1092,X,3.047619,0,kernel,48.761906,"[256, 1, 1]",100,183
6444517265912.1,"[128, 1, 1]",7,0,2.144,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1,0,18,0,7,1100,X,5.833333,0,kernel,23.333334,"[490, 1, 1]",49,192
6444517266160.58,"[256, 1, 1]",7,0,2.496,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,1124,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,196
6444517266168.42,"[256, 1, 1]",7,0,10.208,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,1126,X,24.380953,0,kernel,195.047623,"[1, 8, 256]",100,196
6444517266183.108,"[128, 1, 1]",7,0,27.041,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5_nhwc_align4>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5_nhwc_align4::Params),1,0,118,81920,7,1130,X,0.761905,0,kernel,3.047619,"[64, 1, 1]",0,196
