ts,Python parent id,ph,Ev Idx,dur,tid,Python module id,pid,Python id,cat,name
6083647114303.706,36,X,400,14103.759,383547,,383547,37,python_function,traitlets/config/application.py(1075): launch_instance
6083647114307.111,37,X,401,14100.354,383547,,383547,38,python_function,ipykernel/kernelapp.py(739): start
6083647114307.439,38,X,402,14100.026,383547,,383547,39,python_function,tornado/platform/asyncio.py(205): start
6083647114307.853,39,X,403,14099.612,383547,,383547,40,python_function,asyncio/base_events.py(603): run_forever
6083647114308.406,40,X,404,14099.059,383547,,383547,41,python_function,asyncio/base_events.py(1909): _run_once
6083647114311.872,41,X,405,14095.593,383547,,383547,42,python_function,asyncio/events.py(80): _run
6083647114312.794,42,X,406,14094.671,383547,,383547,43,python_function,ipykernel/kernelbase.py(545): dispatch_queue
6083647114313.598,43,X,407,14093.867,383547,,383547,44,python_function,ipykernel/kernelbase.py(534): process_one
6083647114314.378,44,X,408,14093.087,383547,,383547,45,python_function,ipykernel/kernelbase.py(437): dispatch_shell
6083647114315.188,45,X,409,14092.277,383547,,383547,46,python_function,ipykernel/ipkernel.py(362): execute_request
6083647114315.822,46,X,410,14091.643,383547,,383547,47,python_function,ipykernel/kernelbase.py(778): execute_request
6083647114316.83,47,X,411,14090.635,383547,,383547,48,python_function,ipykernel/ipkernel.py(449): do_execute
6083647114318.304,48,X,412,14089.161,383547,,383547,49,python_function,ipykernel/zmqshell.py(549): run_cell
6083647114321.467,49,X,413,14085.998,383547,,383547,50,python_function,IPython/core/interactiveshell.py(3075): run_cell
6083647114322.224,50,X,414,14085.241,383547,,383547,51,python_function,IPython/core/interactiveshell.py(3130): _run_cell
6083647114329.66,51,X,415,14077.805,383547,,383547,52,python_function,IPython/core/async_helpers.py(128): _pseudo_sync_runner
6083647114330.727,52,X,416,14076.738,383547,,383547,53,python_function,IPython/core/interactiveshell.py(3334): run_cell_async
6083647114331.756,53,X,417,14075.709,383547,,383547,54,python_function,IPython/core/interactiveshell.py(3517): run_ast_nodes
6083647114332.594,54,X,418,14074.871,383547,,383547,55,python_function,IPython/core/interactiveshell.py(3577): run_code
6083647114335.179,55,X,419,14072.286,383547,,383547,56,python_function,/tmp/ipykernel_383547/1204266699.py(25): <module>
6083647114335.923,56,X,420,361.411,383547,,383547,57,python_function,torch/profiler/profiler.py(776): step
6083647114337.901,57,X,421,174.088,383547,,383547,58,python_function,torch/profiler/profiler.py(793): _transit_action
6083647114339.525,58,X,422,171.75,383547,,383547,59,python_function,torch/profiler/profiler.py(174): start_trace
6083647114341.157,59,X,423,38.112,383547,,383547,60,python_function,torch/autograd/profiler.py(339): _start_trace
6083647114371.206,60,X,424,1.078,383547,,383547,61,python_function,<built-in function perf_counter_ns>
6083647114386.429,59,X,425,12.387,383547,,383547,62,python_function,torch/profiler/profiler.py(304): add_metadata_json
6083647114394.374,62,X,426,4.163,383547,,383547,63,python_function,<built-in method _add_metadata_json of PyCapsule object at 0x7f408de24fc0>
6083647114399.865,59,X,427,1.215,383547,,383547,64,python_function,torch/profiler/profiler.py(304): add_metadata_json
6083647114400.342,64,X,428,0.666,383547,,383547,65,python_function,<built-in method _add_metadata_json of PyCapsule object at 0x7f408de24fc0>
6083647114404.925,59,X,429,0.901,383547,,383547,66,python_function,<built-in method kineto_available of PyCapsule object at 0x7f408de25020>
6083647114407.586,59,X,430,41.207,383547,,383547,67,python_function,torch/profiler/profiler.py(319): _get_distributed_info
6083647114414.94,67,X,431,7.031,383547,,383547,68,python_function,torch/distributed/__init__.py(14): is_available
6083647114418.489,68,X,432,3.32,383547,,383547,69,python_function,<built-in function hasattr>
6083647114428.373,67,X,433,20.081,383547,,383547,70,python_function,torch/distributed/distributed_c10d.py(1121): is_initialized
6083647114443.228,70,X,434,5.0,383547,,383547,71,python_function,torch/distributed/distributed_c10d.py(705): WORLD
6083647114447.513,71,X,435,0.517,383547,,383547,72,python_function,torch/distributed/distributed_c10d.py(576): default_pg
6083647114451.196,59,X,436,2.064,383547,,383547,73,python_function,<built-in function hasattr>
6083647114484.766,59,X,437,19.78,383547,,383547,74,python_function,torch/utils/_config_module.py(379): __getattr__
6083647114495.373,74,X,438,8.717,383547,,383547,75,python_function,torch/utils/_config_module.py(148): __getattr__
6083647114509.759,59,X,439,0.333,383547,,383547,76,python_function,<built-in method items of dict object at 0x7f408d0333c0>
6083647114527.263,57,X,440,19.847,383547,,383547,77,python_function,torch/autograd/profiler.py(1141): increment_step
6083647114534.358,77,X,441,0.398,383547,,383547,78,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647114536.624,77,X,442,0.92,383547,,383547,79,python_function,<built-in function max>
6083647114543.124,77,X,443,2.685,383547,,383547,80,python_function,<built-in method _kineto_step of PyCapsule object at 0x7f408de24ff0>
6083647114551.741,57,X,444,12.327,383547,,383547,81,python_function,torch/autograd/profiler.py(721): __init__
6083647114557.177,81,X,445,3.328,383547,,383547,82,python_function,typing.py(306): inner
6083647114563.237,81,X,446,0.405,383547,,383547,83,python_function,torch/jit/__init__.py(128): annotate
6083647114569.445,57,X,447,127.419,383547,,383547,84,python_function,torch/autograd/profiler.py(732): __enter__
6083647114574.759,84,X,448,121.356,383547,,383547,85,python_function,torch/_ops.py(1105): __call__
6083647114579.246,85,X,449,116.555,383547,,383547,86,python_function,<built-in method _record_function_enter_new of PyCapsule object at 0x7f408d55aaf0>
6083647114711.539,56,X,450,9753.584,383547,0,383547,87,python_function,nn.Module: VGG_0
6083647114714.05,87,X,451,9750.12,383547,,383547,88,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647114717.241,88,X,452,1.297,383547,,383547,89,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647114721.811,88,X,453,9741.933,383547,,383547,90,python_function,VGG.py(55): forward
6083647114724.653,90,X,454,2.589,383547,,383547,91,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647114733.123,90,X,455,3528.864,383547,0,383547,92,python_function,nn.Module: Sequential_0
6083647114734.51,92,X,456,3526.866,383547,,383547,93,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647114734.917,93,X,457,0.394,383547,,383547,94,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647114737.025,93,X,458,3524.104,383547,,383547,95,python_function,torch/nn/modules/container.py(248): forward
6083647114737.705,95,X,459,3.194,383547,,383547,96,python_function,torch/nn/modules/container.py(240): __iter__
6083647114738.888,96,X,460,0.154,383547,,383547,97,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647114740.386,96,X,461,0.293,383547,,383547,98,python_function,<built-in function iter>
6083647114745.978,95,X,462,2898.687,383547,1,383547,99,python_function,nn.Module: Sequential_1
6083647114746.907,99,X,463,2897.082,383547,,383547,100,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647114747.279,100,X,464,0.381,383547,,383547,101,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647114751.134,100,X,465,2892.467,383547,,383547,102,python_function,torch/nn/modules/container.py(248): forward
6083647114751.43,102,X,466,1.007,383547,,383547,103,python_function,torch/nn/modules/container.py(240): __iter__
6083647114751.897,103,X,467,0.065,383547,,383547,104,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647114752.182,103,X,468,0.174,383547,,383547,105,python_function,<built-in function iter>
6083647114768.236,102,X,469,2385.013,383547,0,383547,106,python_function,nn.Module: Conv2d_0
6083647114769.322,106,X,470,2382.533,383547,,383547,107,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647114769.683,107,X,471,0.385,383547,,383547,108,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647114773.266,107,X,472,2377.854,383547,,383547,109,python_function,torch/nn/modules/conv.py(553): forward
6083647114776.535,109,X,473,0.916,383547,,383547,110,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647114778.618,109,X,474,0.392,383547,,383547,111,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647114779.657,109,X,475,2370.427,383547,,383547,112,python_function,torch/nn/modules/conv.py(536): _conv_forward
6083647114784.292,112,X,476,2365.111,383547,,383547,113,python_function,<built-in method conv2d of type object at 0x7f41e7e5f1c0>
6083647117176.1,102,X,477,277.89,383547,0,383547,114,python_function,nn.Module: BatchNorm2d_0
6083647117178.166,114,X,478,275.085,383547,,383547,115,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647117179.613,115,X,479,2.488,383547,,383547,116,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647117187.056,115,X,480,265.763,383547,,383547,117,python_function,torch/nn/modules/batchnorm.py(159): forward
6083647117189.157,117,X,481,7.872,383547,,383547,118,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim
6083647117195.837,118,X,482,0.633,383547,,383547,119,python_function,<built-in method dim of Tensor object at 0x7f41663e0fe0>
6083647117201.162,117,X,483,2.056,383547,,383547,120,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117204.578,117,X,484,0.565,383547,,383547,121,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117207.046,117,X,485,41.357,383547,,383547,122,python_function,<built-in method add_ of Tensor object at 0x7f408c6d2390>
6083647117252.591,117,X,486,0.904,383547,,383547,123,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117254.838,117,X,487,0.752,383547,,383547,124,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117256.773,117,X,488,0.358,383547,,383547,125,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117258.28,117,X,489,0.47,383547,,383547,126,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117260.349,117,X,490,191.989,383547,,383547,127,python_function,torch/nn/functional.py(2781): batch_norm
6083647117265.503,127,X,491,0.67,383547,,383547,128,python_function,<built-in function _has_torch_function_variadic>
6083647117268.97,127,X,492,1.78,383547,,383547,129,python_function,<built-in method size of Tensor object at 0x7f41663e0fe0>
6083647117271.466,127,X,493,11.299,383547,,383547,130,python_function,torch/nn/functional.py(2762): _verify_batch_size
6083647117278.881,130,X,494,0.416,383547,,383547,131,python_function,<built-in function len>
6083647117286.744,127,X,495,2.401,383547,,383547,132,python_function,torch/backends/__init__.py(38): __get__
6083647117288.605,132,X,496,0.402,383547,,383547,133,python_function,<built-in function _get_cudnn_enabled>
6083647117291.559,127,X,497,160.444,383547,,383547,134,python_function,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>
6083647117463.121,102,X,498,179.314,383547,0,383547,135,python_function,nn.Module: ReLU6_0
6083647117464.693,135,X,499,177.112,383547,,383547,136,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647117465.399,136,X,500,1.732,383547,,383547,137,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647117469.491,136,X,501,171.932,383547,,383547,138,python_function,torch/nn/modules/activation.py(268): forward
6083647117473.307,138,X,502,167.66,383547,,383547,139,python_function,torch/nn/functional.py(1745): hardtanh
6083647117475.352,139,X,503,0.398,383547,,383547,140,python_function,<built-in function _has_torch_function_unary>
6083647117478.505,139,X,504,162.012,383547,,383547,141,python_function,<built-in function hardtanh_>
6083647117651.356,95,X,505,506.163,383547,2,383547,142,python_function,nn.Module: Sequential_2
6083647117652.744,142,X,506,504.137,383547,,383547,143,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647117653.366,143,X,507,1.71,383547,,383547,144,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647117656.818,143,X,508,499.824,383547,,383547,145,python_function,torch/nn/modules/container.py(248): forward
6083647117657.412,145,X,509,2.095,383547,,383547,146,python_function,torch/nn/modules/container.py(240): __iter__
6083647117658.285,146,X,510,0.362,383547,,383547,147,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647117658.972,146,X,511,0.342,383547,,383547,148,python_function,<built-in function iter>
6083647117672.356,145,X,512,161.063,383547,1,383547,149,python_function,nn.Module: Conv2d_1
6083647117673.415,149,X,513,159.233,383547,,383547,150,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647117673.748,150,X,514,0.469,383547,,383547,151,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647117676.048,150,X,515,156.22,383547,,383547,152,python_function,torch/nn/modules/conv.py(553): forward
6083647117679.676,152,X,516,1.175,383547,,383547,153,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117682.331,152,X,517,0.404,383547,,383547,154,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117683.249,152,X,518,148.53,383547,,383547,155,python_function,torch/nn/modules/conv.py(536): _conv_forward
6083647117685.047,155,X,519,146.396,383547,,383547,156,python_function,<built-in method conv2d of type object at 0x7f41e7e5f1c0>
6083647117851.043,145,X,520,195.949,383547,1,383547,157,python_function,nn.Module: BatchNorm2d_1
6083647117852.731,157,X,521,193.743,383547,,383547,158,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647117853.771,158,X,522,1.494,383547,,383547,159,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647117857.099,158,X,523,188.829,383547,,383547,160,python_function,torch/nn/modules/batchnorm.py(159): forward
6083647117857.868,160,X,524,1.602,383547,,383547,161,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim
6083647117858.509,161,X,525,0.547,383547,,383547,162,python_function,<built-in method dim of Tensor object at 0x7f41663e0fe0>
6083647117862.804,160,X,526,1.503,383547,,383547,163,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117865.393,160,X,527,0.611,383547,,383547,164,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117866.533,160,X,528,32.752,383547,,383547,165,python_function,<built-in method add_ of Tensor object at 0x7f408c6d2390>
6083647117902.291,160,X,529,1.046,383547,,383547,166,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117904.562,160,X,530,0.54,383547,,383547,167,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117906.301,160,X,531,0.369,383547,,383547,168,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117907.788,160,X,532,0.326,383547,,383547,169,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647117908.976,160,X,533,136.63,383547,,383547,170,python_function,torch/nn/functional.py(2781): batch_norm
6083647117909.562,170,X,534,0.506,383547,,383547,171,python_function,<built-in function _has_torch_function_variadic>
6083647117910.857,170,X,535,1.266,383547,,383547,172,python_function,<built-in method size of Tensor object at 0x7f41663e0fe0>
6083647117912.586,170,X,536,4.24,383547,,383547,173,python_function,torch/nn/functional.py(2762): _verify_batch_size
6083647117913.628,173,X,537,0.233,383547,,383547,174,python_function,<built-in function len>
6083647117919.811,170,X,538,1.014,383547,,383547,175,python_function,torch/backends/__init__.py(38): __get__
6083647117920.314,175,X,539,0.399,383547,,383547,176,python_function,<built-in function _get_cudnn_enabled>
6083647117921.375,170,X,540,123.976,383547,,383547,177,python_function,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>
6083647118055.801,145,X,541,99.953,383547,1,383547,178,python_function,nn.Module: ReLU6_1
6083647118057.14,178,X,542,98.159,383547,,383547,179,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118057.786,179,X,543,1.488,383547,,383547,180,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647118060.979,179,X,544,94.017,383547,,383547,181,python_function,torch/nn/modules/activation.py(268): forward
6083647118062.121,181,X,545,92.556,383547,,383547,182,python_function,torch/nn/functional.py(1745): hardtanh
6083647118062.519,182,X,546,0.344,383547,,383547,183,python_function,<built-in function _has_torch_function_unary>
6083647118064.219,182,X,547,90.153,383547,,383547,184,python_function,<built-in function hardtanh_>
6083647118166.919,95,X,548,93.197,383547,0,383547,185,python_function,nn.Module: MaxPool2d_0
6083647118168.282,185,X,549,91.383,383547,,383547,186,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118168.816,186,X,550,1.239,383547,,383547,187,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647118173.965,186,X,551,85.461,383547,,383547,188,python_function,torch/nn/modules/pooling.py(212): forward
6083647118192.324,188,X,552,66.481,383547,,383547,189,python_function,torch/_jit_internal.py(614): fn
6083647118196.466,189,X,553,61.597,383547,,383547,190,python_function,torch/nn/functional.py(807): _max_pool2d
6083647118197.213,190,X,554,0.197,383547,,383547,191,python_function,<built-in function _has_torch_function_unary>
6083647118203.531,190,X,555,54.365,383547,,383547,192,python_function,<built-in method max_pool2d of type object at 0x7f41e7e5f1c0>
6083647118294.025,90,X,556,2.395,383547,,383547,193,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118301.647,90,X,557,1037.483,383547,3,383547,194,python_function,nn.Module: Sequential_3
6083647118302.76,194,X,558,1035.563,383547,,383547,195,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118303.221,195,X,559,1.068,383547,,383547,196,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647118305.609,195,X,560,1032.365,383547,,383547,197,python_function,torch/nn/modules/container.py(248): forward
6083647118306.105,197,X,561,1.826,383547,,383547,198,python_function,torch/nn/modules/container.py(240): __iter__
6083647118306.899,198,X,562,0.285,383547,,383547,199,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647118307.431,198,X,563,0.32,383547,,383547,200,python_function,<built-in function iter>
6083647118312.424,197,X,564,483.29,383547,4,383547,201,python_function,nn.Module: Sequential_4
6083647118313.173,201,X,565,482.035,383547,,383547,202,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118313.477,202,X,566,0.436,383547,,383547,203,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647118315.219,202,X,567,479.717,383547,,383547,204,python_function,torch/nn/modules/container.py(248): forward
6083647118315.516,204,X,568,0.892,383547,,383547,205,python_function,torch/nn/modules/container.py(240): __iter__
6083647118315.977,205,X,569,0.097,383547,,383547,206,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647118316.235,205,X,570,0.087,383547,,383547,207,python_function,<built-in function iter>
6083647118324.631,204,X,571,168.933,383547,2,383547,208,python_function,nn.Module: Conv2d_2
6083647118325.407,208,X,572,167.585,383547,,383547,209,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118325.69,209,X,573,0.361,383547,,383547,210,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647118327.298,209,X,574,165.297,383547,,383547,211,python_function,torch/nn/modules/conv.py(553): forward
6083647118329.17,211,X,575,0.75,383547,,383547,212,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118330.826,211,X,576,0.372,383547,,383547,213,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118331.617,211,X,577,160.467,383547,,383547,214,python_function,torch/nn/modules/conv.py(536): _conv_forward
6083647118333.031,214,X,578,158.711,383547,,383547,215,python_function,<built-in method conv2d of type object at 0x7f41e7e5f1c0>
6083647118504.239,204,X,579,185.843,383547,2,383547,216,python_function,nn.Module: BatchNorm2d_2
6083647118505.7,216,X,580,183.819,383547,,383547,217,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118506.388,217,X,581,1.429,383547,,383547,218,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647118509.548,217,X,582,179.595,383547,,383547,219,python_function,torch/nn/modules/batchnorm.py(159): forward
6083647118510.119,219,X,583,1.502,383547,,383547,220,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim
6083647118510.813,220,X,584,0.433,383547,,383547,221,python_function,<built-in method dim of Tensor object at 0x7f41663e0fe0>
6083647118514.676,219,X,585,1.481,383547,,383547,222,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118517.234,219,X,586,0.533,383547,,383547,223,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118518.319,219,X,587,30.686,383547,,383547,224,python_function,<built-in method add_ of Tensor object at 0x7f408c6d2390>
6083647118552.109,219,X,588,0.84,383547,,383547,225,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118554.08,219,X,589,0.628,383547,,383547,226,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118555.778,219,X,590,0.371,383547,,383547,227,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118557.14,219,X,591,0.333,383547,,383547,228,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118558.292,219,X,592,130.505,383547,,383547,229,python_function,torch/nn/functional.py(2781): batch_norm
6083647118558.658,229,X,593,0.437,383547,,383547,230,python_function,<built-in function _has_torch_function_variadic>
6083647118559.79,229,X,594,1.298,383547,,383547,231,python_function,<built-in method size of Tensor object at 0x7f41663e0fe0>
6083647118561.508,229,X,595,3.725,383547,,383547,232,python_function,torch/nn/functional.py(2762): _verify_batch_size
6083647118562.247,232,X,596,0.255,383547,,383547,233,python_function,<built-in function len>
6083647118568.086,229,X,597,0.853,383547,,383547,234,python_function,torch/backends/__init__.py(38): __get__
6083647118568.404,234,X,598,0.452,383547,,383547,235,python_function,<built-in function _get_cudnn_enabled>
6083647118569.336,229,X,599,119.195,383547,,383547,236,python_function,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>
6083647118695.373,204,X,600,98.735,383547,2,383547,237,python_function,nn.Module: ReLU6_2
6083647118696.544,237,X,601,97.106,383547,,383547,238,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118697.1,238,X,602,1.225,383547,,383547,239,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647118699.907,238,X,603,93.463,383547,,383547,240,python_function,torch/nn/modules/activation.py(268): forward
6083647118701.713,240,X,604,91.347,383547,,383547,241,python_function,torch/nn/functional.py(1745): hardtanh
6083647118701.944,241,X,605,0.291,383547,,383547,242,python_function,<built-in function _has_torch_function_unary>
6083647118703.42,241,X,606,89.34,383547,,383547,243,python_function,<built-in function hardtanh_>
6083647118801.068,197,X,607,474.837,383547,5,383547,244,python_function,nn.Module: Sequential_5
6083647118802.17,244,X,608,473.194,383547,,383547,245,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118802.685,245,X,609,0.99,383547,,383547,246,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647118805.171,245,X,610,469.97,383547,,383547,247,python_function,torch/nn/modules/container.py(248): forward
6083647118805.646,247,X,611,1.648,383547,,383547,248,python_function,torch/nn/modules/container.py(240): __iter__
6083647118806.303,248,X,612,0.265,383547,,383547,249,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647118806.811,248,X,613,0.32,383547,,383547,250,python_function,<built-in function iter>
6083647118813.133,247,X,614,165.045,383547,3,383547,251,python_function,nn.Module: Conv2d_3
6083647118814.682,251,X,615,162.93,383547,,383547,252,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118815.0,252,X,616,0.33,383547,,383547,253,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647118816.612,252,X,617,160.664,383547,,383547,254,python_function,torch/nn/modules/conv.py(553): forward
6083647118818.871,254,X,618,0.964,383547,,383547,255,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118820.838,254,X,619,0.391,383547,,383547,256,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647118821.536,254,X,620,155.324,383547,,383547,257,python_function,torch/nn/modules/conv.py(536): _conv_forward
6083647118822.855,257,X,621,153.664,383547,,383547,258,python_function,<built-in method conv2d of type object at 0x7f41e7e5f1c0>
6083647118994.354,247,X,622,180.727,383547,3,383547,259,python_function,nn.Module: BatchNorm2d_3
6083647118996.397,259,X,623,178.08,383547,,383547,260,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647118997.151,260,X,624,1.369,383547,,383547,261,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119000.397,260,X,625,173.686,383547,,383547,262,python_function,torch/nn/modules/batchnorm.py(159): forward
6083647119001.125,262,X,626,1.254,383547,,383547,263,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim
6083647119001.566,263,X,627,0.483,383547,,383547,264,python_function,<built-in method dim of Tensor object at 0x7f41663e0fe0>
6083647119005.24,262,X,628,1.352,383547,,383547,265,python_function,torch/nn/modules/module.py(1918): __getattr__
