ts,block,tid,queued,dur,name,context,device,registers per thread,shared memory,stream,correlation,ph,blocks per SM,pid,cat,warps per SM,grid,est. achieved occupancy %,External id
6444517624540.939,"[512, 1, 1]",7,0,9.824,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",1,0,45,4368,7,4342,X,6.095238,0,kernel,97.523811,"[512, 1, 1]",67,1082
6444517634993.37,"[256, 1, 1]",7,0,33.472,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,4533,X,97.523811,0,kernel,780.190491,"[1, 16, 512]",100,1098
6444517635027.61,"[256, 1, 1]",7,0,4.32,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,4535,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1098
6444517637734.214,"[128, 1, 1]",7,0,43.521,sm80_xmma_dgrad_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn,1,0,250,65536,7,4541,X,0.761905,0,kernel,3.047619,"[4, 2, 8]",0,1098
6444517637778.567,"[256, 1, 1]",7,0,2.88,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,4544,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1098
6444517647077.584,"[256, 1, 1]",7,0,4.129,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,4653,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1098
6444517647087.953,"[256, 1, 1]",7,0,3.743,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,4655,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1098
6444517647634.675,"[128, 1, 1]",7,0,37.568,sm86_xmma_wgrad_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn,1,0,230,49152,7,4658,X,1.714286,0,kernel,6.857143,"[36, 4, 1]",14,1098
6444517647672.947,"[256, 1, 1]",7,0,34.816,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,4661,X,97.523811,0,kernel,780.190491,"[1, 16, 512]",100,1098
6444517647858.516,"[128, 1, 1]",7,0,4.448,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)",1,0,22,0,7,4681,X,2.916667,0,kernel,11.666667,"[245, 1, 1]",24,1107
6444517647996.949,"[512, 1, 1]",7,0,11.264,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",1,0,45,4368,7,4725,X,6.095238,0,kernel,97.523811,"[512, 1, 1]",67,1110
6444517648148.213,"[256, 1, 1]",7,0,33.088,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,4756,X,97.523811,0,kernel,780.190491,"[1, 16, 512]",100,1126
6444517648182.005,"[256, 1, 1]",7,0,4.448,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,4758,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1126
6444517648188.981,"[128, 1, 1]",7,0,43.905,sm80_xmma_dgrad_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn,1,0,250,65536,7,4764,X,0.761905,0,kernel,3.047619,"[4, 2, 8]",0,1126
6444517648233.653,"[256, 1, 1]",7,0,2.849,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,4767,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1126
6444517648238.902,"[256, 1, 1]",7,0,3.904,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,4787,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1126
6444517648246.678,"[256, 1, 1]",7,0,3.04,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,4789,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1126
6444517648257.206,"[128, 1, 1]",7,0,37.056,sm86_xmma_wgrad_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn,1,0,230,49152,7,4792,X,1.714286,0,kernel,6.857143,"[36, 4, 1]",14,1126
6444517648294.998,"[256, 1, 1]",7,0,34.688,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,4795,X,97.523811,0,kernel,780.190491,"[1, 16, 512]",100,1126
6444517648330.422,"[128, 1, 1]",7,0,4.32,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3> >(int, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3>)",1,0,22,0,7,4804,X,2.916667,0,kernel,11.666667,"[245, 1, 1]",24,1129
6444517648392.631,"[128, 1, 1]",7,0,3.551,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)",1,0,22,0,7,4824,X,2.916667,0,kernel,11.666667,"[245, 1, 1]",24,1136
6444517648510.871,"[512, 1, 1]",7,0,11.2,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",1,0,45,4368,7,4872,X,6.095238,0,kernel,97.523811,"[512, 1, 1]",67,1141
6444517649867.741,"[256, 1, 1]",7,0,11.872,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5076,X,48.761906,0,kernel,390.095245,"[1, 8, 512]",100,1157
6444517649880.317,"[256, 1, 1]",7,0,2.144,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5078,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1157
6444517649891.709,"[128, 1, 1]",7,0,12.384,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688dgrad_optimized_tf32_64x64_32x5_nhwc_align4>(cutlass_tensorop_s1688dgrad_optimized_tf32_64x64_32x5_nhwc_align4::Params),1,0,128,81920,7,5082,X,0.761905,0,kernel,3.047619,"[16, 4, 1]",0,1157
6444517649904.861,"[256, 1, 1]",7,0,2.593,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,5086,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,1157
6444517651242.019,"[256, 1, 1]",7,0,4.128,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5207,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,1157
6444517651252.035,"[256, 1, 1]",7,0,2.112,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5209,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1157
6444517651275.204,"[128, 1, 1]",7,0,12.096,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688wgrad_optimized_tf32_64x128_32x3_nhwc_align4>(cutlass_tensorop_s1688wgrad_optimized_tf32_64x128_32x3_nhwc_align4::Params),1,0,166,73728,7,5214,X,0.380952,0,kernel,1.52381,"[16, 1, 2]",0,1157
6444517651486.66,"[512, 1, 1]",7,0,10.977,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",1,0,45,4368,7,5266,X,6.095238,0,kernel,97.523811,"[512, 1, 1]",67,1166
6444517651621.509,"[256, 1, 1]",7,0,33.28,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5297,X,97.523811,0,kernel,780.190491,"[1, 16, 512]",100,1182
6444517651655.973,"[256, 1, 1]",7,0,4.416,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5299,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1182
6444517651662.981,"[128, 1, 1]",7,0,43.745,sm80_xmma_dgrad_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn,1,0,250,65536,7,5305,X,0.761905,0,kernel,3.047619,"[4, 2, 8]",0,1182
6444517651707.461,"[256, 1, 1]",7,0,2.72,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,5308,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1182
6444517651710.853,"[256, 1, 1]",7,0,4.096,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5328,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1182
6444517651715.654,"[256, 1, 1]",7,0,3.999,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5330,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1182
6444517651721.478,"[128, 1, 1]",7,0,38.24,sm86_xmma_wgrad_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn,1,0,230,49152,7,5333,X,1.714286,0,kernel,6.857143,"[36, 4, 1]",14,1182
6444517651760.421,"[256, 1, 1]",7,0,34.305,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,5336,X,97.523811,0,kernel,780.190491,"[1, 16, 512]",100,1182
6444517651814.886,"[128, 1, 1]",7,0,4.512,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)",1,0,22,0,7,5356,X,2.916667,0,kernel,11.666667,"[245, 1, 1]",24,1191
6444517651914.278,"[512, 1, 1]",7,0,11.232,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",1,0,45,4368,7,5400,X,6.095238,0,kernel,97.523811,"[512, 1, 1]",67,1194
6444517653192.812,"[256, 1, 1]",7,0,17.824,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5604,X,48.761906,0,kernel,390.095245,"[1, 8, 512]",100,1210
6444517653211.34,"[256, 1, 1]",7,0,4.0,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5606,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1210
6444517653216.076,"[128, 1, 1]",7,0,28.992,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688dgrad_optimized_tf32_64x64_32x5_nhwc_align4>(cutlass_tensorop_s1688dgrad_optimized_tf32_64x64_32x5_nhwc_align4::Params),1,0,128,81920,7,5610,X,0.761905,0,kernel,3.047619,"[16, 4, 1]",0,1210
6444517653245.772,"[256, 1, 1]",7,0,2.816,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,5614,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,1210
6444517654527.186,"[256, 1, 1]",7,0,5.312,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5739,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,1210
6444517654537.266,"[256, 1, 1]",7,0,3.712,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,5741,X,1.904762,0,kernel,15.238095,"[2, 16, 5]",32,1210
6444517654550.386,"[128, 1, 1]",7,0,23.232,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688wgrad_optimized_tf32_256x64_16x4_nhwc_align4>(cutlass_tensorop_s1688wgrad_optimized_tf32_256x64_16x4_nhwc_align4::Params),1,0,234,81920,7,5745,X,0.857143,0,kernel,3.428571,"[8, 9, 1]",0,1210
6444517654574.29,"[256, 1, 1]",7,0,14.624,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,5749,X,48.761906,0,kernel,390.095245,"[1, 8, 512]",100,1210
6444517654654.29,"[128, 1, 1]",7,0,6.944,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3> >(int, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3>)",1,0,22,0,7,5758,X,5.833333,0,kernel,23.333334,"[490, 1, 1]",49,1213
6444517654745.939,"[128, 1, 1]",7,0,4.992,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)",1,0,22,0,7,5778,X,5.833333,0,kernel,23.333334,"[490, 1, 1]",49,1220
6444517654872.916,"[512, 1, 1]",7,0,8.895,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",1,0,45,8464,7,5826,X,3.047619,0,kernel,48.761906,"[256, 1, 1]",67,1225
6444517656322.906,"[256, 1, 1]",7,0,10.048,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,6031,X,24.380953,0,kernel,195.047623,"[1, 8, 256]",100,1241
6444517656333.786,"[256, 1, 1]",7,0,4.032,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,6033,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,1241
6444517656344.122,"[128, 1, 1]",7,0,32.192,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688dgrad_optimized_tf32_64x64_32x5_nhwc_align4>(cutlass_tensorop_s1688dgrad_optimized_tf32_64x64_32x5_nhwc_align4::Params),1,0,128,81920,7,6037,X,0.761905,0,kernel,3.047619,"[16, 4, 1]",0,1241
6444517656377.018,"[256, 1, 1]",7,0,2.688,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,6041,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,1241
6444517657525.248,"[256, 1, 1]",7,0,4.448,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,6165,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,1241
6444517657535.232,"[256, 1, 1]",7,0,4.48,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,6167,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,1241
6444517657546.527,"[128, 1, 1]",7,0,36.961,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688wgrad_optimized_tf32_64x128_32x3_nhwc_align4>(cutlass_tensorop_s1688wgrad_optimized_tf32_64x128_32x3_nhwc_align4::Params),1,0,166,73728,7,6171,X,0.952381,0,kernel,3.809524,"[16, 5, 1]",0,1241
6444517657584.287,"[256, 1, 1]",7,0,6.785,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",1,0,40,4224,7,6175,X,24.380953,0,kernel,195.047623,"[1, 8, 256]",100,1241
6444517657741.184,"[128, 1, 1]",7,0,6.753,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)",1,0,22,0,7,6195,X,5.833333,0,kernel,23.333334,"[490, 1, 1]",49,1250
6444517657858.401,"[512, 1, 1]",7,0,9.088,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",1,0,45,8464,7,6239,X,3.047619,0,kernel,48.761906,"[256, 1, 1]",67,1253
6444517657987.938,"[256, 1, 1]",7,0,9.919,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,6270,X,24.380953,0,kernel,195.047623,"[1, 8, 256]",100,1269
6444517657998.658,"[256, 1, 1]",7,0,4.159,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",1,0,38,4224,7,6272,X,3.333333,0,kernel,26.666666,"[7, 8, 5]",56,1269
